gene	Z_rank
SLC5A9	12203
SFXN2	12204
HSD3B7	12205
SLC29A2	12206
CDC25C	12207
CHPF2	12208
NEUROD4	12209
PTH2R	12210
SPRY1	12211
BTNL8	12212
LIPJ	12213
SLC26A9	12214
TRIM36	12215
SLC22A8	12216
SELENBP1	12217
FLG2	12218
FFAR3	12219
COBLL1	12220
ATG13	12221
SEC14L5	12222
AKAP7	12223
PLCXD2	12224
TMEM187	12225
C10orf90	12226
MICALL1	12227
ADAT2	12228
KIAA0586	12229
SHCBP1L	12230
KIR2DS4	12231
HPS3	12232
OR1L3	12233
ZNF572	12234
ZIM2	12235
TSC22D1	12236
PHGDH	12237
UACA	12238
CENPQ	12239
SLC7A13	12240
PCYOX1	12241
APRT	12242
SEPT14	12243
INSC	12244
C16orf58	12245
PLCH2	12246
RMND5B	12247
ZNF345	12248
SYNJ2	12249
CRTC3	12250
NEK3	12251
TTF2	12252
PALM2	12253
TYW5	12254
KCNG4	12255
PLEKHG3	12256
CACNG6	12257
SKIL	12258
CRELD2	12259
DUSP3	12260
MIF4GD	12261
TRIM54	12262
EMR2	12263
CASC5	12264
LINGO4	12265
DIS3L	12266
OR10H3	12267
UROC1	12268
IDUA	12269
DCDC2B	12270
PTGR1	12271
CECR5	12272
CASC1	12273
CHRND	12274
TTLL3	12275
ASPA	12276
EXOSC8	12277
GLIS3	12278
GPR75	12279
AKR1B10	12280
HEATR5A	12281
SPATA2	12282
NUDCD2	12283
C3orf22	12284
ADPRH	12285
SLC25A47	12286
ZNF117	12287
TBC1D15	12288
HYAL3	12289
SEPSECS	12290
TTC37	12291
KRTAP10-5	12292
MSRB2	12293
SPC25	12294
TSGA10	12295
FAM151B	12296
CCDC47	12297
SPDEF	12298
CEP112	12299
NIPAL3	12300
NT5C	12301
COL6A2	12302
CBR4	12303
NDRG3	12304
LBP	12305
ASPG	12306
CERK	12307
RRH	12308
CORIN	12309
MECR	12310
SLC22A2	12311
PPFIBP1	12312
TOX3	12313
JAM3	12314
ADAMTSL3	12315
MED8	12316
AMICA1	12317
IVD	12318
CHMP6	12319
CHRNG	12320
CEACAM4	12321
ODF4	12322
TXNDC3	12323
SHARPIN	12324
UPK3A	12325
SKAP2	12326
TAS2R43	12327
ZNF79	12328
OR10G8	12329
RAPSN	12330
FAM71A	12331
B3GNT4	12332
RAD1	12333
FAM212B	12334
BCAS1	12335
ANO10	12336
ALG8	12337
ANGPT2	12338
ZMYND15	12339
OMD	12340
ELF1	12341
RAD51B	12342
LONP1	12343
PPIL6	12344
C16orf90	12345
TRIM38	12346
MYEOV	12347
SNAPC2	12348
CAPN11	12349
SERPINE1	12350
C11orf31	12351
SNX32	12352
ZNF584	12353
ABHD4	12354
CCDC110	12355
RASL12	12356
PLEKHG7	12357
PEX19	12358
MS4A8B	12359
CXorf66	12360
CD70	12361
CTSO	12362
GPR75-ASB3	12363
KIAA1377	12364
MYL7	12365
PPIF	12366
PZP	12367
ATF5	12368
SCAMP4	12369
FAM219B	12370
ANGPTL1	12371
FASLG	12372
SLC35B1	12373
PDCD6IP	12374
SGK196	12375
CHID1	12376
DNAI2	12377
EXOSC1	12378
PTER	12379
OR5P2	12380
ARHGAP24	12381
DBR1	12382
LTF	12383
MLH3	12384
OR13C9	12385
IL22RA2	12386
TEX29	12387
ABCB9	12388
C14orf159	12389
TAS2R3	12390
ZNF107	12391
MANSC1	12392
KRT4	12393
CMTM3	12394
FYCO1	12395
CGRRF1	12396
KRT6A	12397
BAX	12398
ASCL3	12399
ERN2	12400
ZNF543	12401
MS4A6A	12402
ZNF135	12403
LYPD4	12404
FMO2	12405
LGALS9	12406
PRSS53	12407
MYOCD	12408
TLR6	12409
OMA1	12410
SYNE2	12411
CEACAM7	12412
MBD6	12413
SNRNP48	12414
SETD6	12415
TMEM74B	12416
MYOT	12417
CHAMP1	12418
FITM2	12419
ELTD1	12420
ALDH7A1	12421
EPS8	12422
FAM163A	12423
SCAF11	12424
AXIN1	12425
CDH26	12426
CDT1	12427
ENTHD1	12428
TEFM	12429
WDR86	12430
SPATA18	12431
PLEKHO1	12432
SCPEP1	12433
SLCO4A1	12434
CTAGE5	12435
RASSF8	12436
NDRG1	12437
CRYGC	12438
TRIM10	12439
NIPSNAP3A	12440
PGK2	12441
NDNF	12442
COX15	12443
AIM1	12444
TRNT1	12445
DPP10	12446
LOC728819	12447
PDPN	12448
BZRAP1	12449
AMOT	12450
PIWIL2	12451
FSTL5	12452
C4orf27	12453
C11orf53	12454
MAT2B	12455
C1orf112	12456
TRIM34	12457
OR6C70	12458
POPDC2	12459
MTNR1A	12460
ALG10B	12461
MFI2	12462
ASS1	12463
ITM2C	12464
TRIM55	12465
FICD	12466
KRT33A	12467
LYAR	12468
SSR2	12469
NCR2	12470
IGSF11	12471
FAM83B	12472
ABCB5	12473
C5orf15	12474
SEC24A	12475
SPACA1	12476
METTL21C	12477
NXPH3	12478
AKAP3	12479
SLC2A8	12480
WRN	12481
ECM2	12482
RPUSD1	12483
COG6	12484
FAM71F1	12485
C3orf38	12486
C2orf43	12487
TEX15	12488
METTL6	12489
RBM34	12490
OR8A1	12491
SSH3	12492
DDX59	12493
MRPL19	12494
PRSS37	12495
ZNF642	12496
ANGPTL4	12497
C9orf174	12498
SPEM1	12499
ACSBG2	12500
NFAM1	12501
CCDC63	12502
TBCB	12503
HIST1H2BM	12504
MAK16	12505
PSMA8	12506
HEATR6	12507
MAD1L1	12508
KERA	12509
CROCC	12510
BST1	12511
IFLTD1	12512
GRIN3B	12513
HERPUD1	12514
GRTP1	12515
RAET1G	12516
FDXR	12517
AKAP8	12518
NDE1	12519
TALDO1	12520
NXF5	12521
GPD2	12522
TMEM92	12523
DOK4	12524
CYTIP	12525
PDGFD	12526
ANKRD6	12527
CCDC125	12528
BPIFB6	12529
LUZP2	12530
LCN8	12531
CEP192	12532
C19orf57	12533
TATDN3	12534
CES5A	12535
CEACAM19	12536
SPECC1	12537
PRSS23	12538
CDAN1	12539
OPTC	12540
SUCLG2	12541
CNST	12542
CALML4	12543
SLC10A5	12544
DHRS9	12545
AACS	12546
ZSCAN4	12547
SERINC2	12548
GLRB	12549
NKG7	12550
ZNF343	12551
DZIP3	12552
PIDD	12553
NDOR1	12554
LCN2	12555
OR2T11	12556
MRPL1	12557
SRPRB	12558
CYP20A1	12559
APOL3	12560
SGCB	12561
THSD4	12562
PTRH1	12563
CLDN10	12564
PGLYRP4	12565
ST6GALNAC3	12566
C12orf71	12567
AMDHD1	12568
NUDT12	12569
AFMID	12570
CTTNBP2	12571
BNIPL	12572
CREB3L3	12573
VIPR2	12574
IRAK4	12575
CFI	12576
PLEKHO2	12577
TAS2R42	12578
SLC52A1	12579
SIRPA	12580
FBF1	12581
C2orf70	12582
CES3	12583
OR6T1	12584
ZNF83	12585
CENPH	12586
HIST1H2AH	12587
GALNT3	12588
IST1	12589
KIF14	12590
CHMP4C	12591
FCRL1	12592
XAF1	12593
HDHD1	12594
TTC1	12595
GDAP1	12596
OR4D9	12597
ZNF776	12598
IMPACT	12599
PPP1R3A	12600
TBC1D21	12601
XRCC2	12602
NHEJ1	12603
MFSD3	12604
PGBD2	12605
FSTL1	12606
IL5RA	12607
ZNF180	12608
MYL5	12609
GLRA4	12610
ABCA9	12611
UTP15	12612
KRT32	12613
LAD1	12614
TEP1	12615
EEF2K	12616
RNF183	12617
SLC25A53	12618
TTC39B	12619
SNX7	12620
ANGPTL5	12621
SLC13A1	12622
SPAG1	12623
NOP14	12624
GUCA1B	12625
OR6C6	12626
FBXO43	12627
HTR3E	12628
CYP3A7	12629
LYPLAL1	12630
PHLPP2	12631
C5orf42	12632
TMEM129	12633
SDAD1	12634
C1orf74	12635
KIAA0556	12636
EAPP	12637
TOP1MT	12638
UBAP2	12639
SERPINA4	12640
C17orf57	12641
WFDC8	12642
OR2AG1	12643
DNTT	12644
PCDHA10	12645
GPR146	12646
FAM169B	12647
SPTB	12648
LYSMD3	12649
LGALS12	12650
GH2	12651
GABRE	12652
CNTNAP4	12653
FSHR	12654
C14orf28	12655
TMEM144	12656
ACSM4	12657
DHX35	12658
C8orf76	12659
OR2C1	12660
SPON2	12661
EGFLAM	12662
CCBL1	12663
CDADC1	12664
ODF2L	12665
MRPL16	12666
GOLGA1	12667
FER1L5	12668
CD27	12669
NAPEPLD	12670
BAG1	12671
OR2F2	12672
ZNF224	12673
PRMT7	12674
EPHA1	12675
HARBI1	12676
MRPS5	12677
KCNK13	12678
PMEL	12679
ADCY7	12680
TMEM43	12681
COBL	12682
SCRN2	12683
CKAP4	12684
ZNF154	12685
EFHB	12686
OR10S1	12687
C6orf203	12688
NEBL	12689
FMR1NB	12690
MRRF	12691
CCDC15	12692
TRMU	12693
KRT39	12694
CHIT1	12695
TTLL5	12696
SLC25A18	12697
STOML3	12698
SLC15A3	12699
LIPH	12700
GPLD1	12701
STAC	12702
TTC12	12703
PPT1	12704
DHRS4L1	12705
C17orf53	12706
PDSS2	12707
NSRP1	12708
C10orf12	12709
ISOC2	12710
FBXO15	12711
DYSF	12712
PACRG	12713
WDR67	12714
C6orf118	12715
OR56B4	12716
C9orf173	12717
MMP8	12718
FAM71F2	12719
RBBP9	12720
CHGB	12721
F7	12722
SULT1A2	12723
TJP3	12724
MS4A1	12725
PTCD1	12726
C8orf38	12727
ACER1	12728
MPZL3	12729
PIGQ	12730
KCTD21	12731
CCDC113	12732
ZSCAN16	12733
CCDC150	12734
SLC25A34	12735
ZADH2	12736
OR5H2	12737
ANKMY1	12738
TIMM21	12739
MRPS18A	12740
CDR2L	12741
SIGLEC12	12742
ACADSB	12743
SYT8	12744
NSMCE2	12745
WDSUB1	12746
CRISPLD2	12747
TRIM6	12748
C8orf74	12749
OR5AN1	12750
PCSK9	12751
SMPDL3B	12752
ZAN	12753
ULK3	12754
DYTN	12755
OCEL1	12756
PROL1	12757
PNLDC1	12758
IL31	12759
AIG1	12760
RADIL	12761
MX2	12762
PIGV	12763
SULT1E1	12764
SMYD4	12765
AGA	12766
AP4M1	12767
SPATA20	12768
OR1C1	12769
THAP8	12770
ZFP30	12771
NDUFV2	12772
HTR2B	12773
LRRC56	12774
HAO2	12775
KRT38	12776
STAP1	12777
GPR83	12778
OR11L1	12779
EXOSC2	12780
RFTN2	12781
DSCC1	12782
CCDC155	12783
IKBKAP	12784
BPIFB3	12785
RTN3	12786
SLFN13	12787
SIAE	12788
NMNAT3	12789
CTNNAL1	12790
ACSM3	12791
ANKS3	12792
PTK6	12793
GPR20	12794
PRSS27	12795
TEDDM1	12796
SEPT4	12797
CPAMD8	12798
SDSL	12799
MTERFD1	12800
CDC42EP3	12801
AXDND1	12802
STK36	12803
ORM2	12804
GPR50	12805
ETV3L	12806
OR13C8	12807
HDGFRP2	12808
GABRP	12809
PYROXD1	12810
GIMAP7	12811
FASTKD1	12812
LYPLA1	12813
TMEM79	12814
NLRP4	12815
NPBWR2	12816
ABCA5	12817
COL19A1	12818
KRCC1	12819
PID1	12820
OR10H5	12821
LCA5L	12822
CLIC6	12823
IFITM2	12824
MOXD1	12825
OBSCN	12826
FAM188B	12827
EFR3A	12828
ELMOD3	12829
SPAG16	12830
GYG1	12831
KRT3	12832
GPR35	12833
IRAK1BP1	12834
ZNF630	12835
UGGT2	12836
FAHD1	12837
DGKQ	12838
SNAP91	12839
NKD2	12840
AFAP1L2	12841
ATP5F1	12842
MGARP	12843
TRIP10	12844
CD276	12845
C21orf7	12846
TEX9	12847
ABTB1	12848
CP	12849
TYROBP	12850
SULT1C2	12851
CDR1	12852
NDUFS1	12853
GBP3	12854
GPIHBP1	12855
XKR8	12856
TUBE1	12857
GALNS	12858
LCP2	12859
TMEM19	12860
TMEM48	12861
C1orf172	12862
IL37	12863
FAHD2A	12864
KIF2B	12865
ZDHHC2	12866
HRASLS	12867
OR8B12	12868
PLD2	12869
ZNF276	12870
MSTN	12871
OR6C2	12872
DCAF4	12873
CEP164	12874
FAM210A	12875
RPH3A	12876
CYP4F12	12877
FBXO39	12878
GSG1	12879
B4GALNT3	12880
GIMAP5	12881
CCNG1	12882
DHRS12	12883
RLBP1	12884
ZCCHC4	12885
NPPA	12886
FAM220A	12887
NOB1	12888
DMD	12889
SNTB1	12890
KLK11	12891
S100PBP	12892
DYNC2LI1	12893
PMF1	12894
NLRP2	12895
ZNF846	12896
ABCC6	12897
ALDH1L2	12898
SLC45A2	12899
C1orf101	12900
SULT6B1	12901
NOX1	12902
PSMB7	12903
BACH1	12904
NLRP10	12905
CRADD	12906
GH1	12907
ARFGAP3	12908
CNDP2	12909
OR1L6	12910
PALMD	12911
SPATA9	12912
BHMT	12913
ZSCAN22	12914
HR	12915
EFCAB3	12916
CLN8	12917
FAM221B	12918
CCDC11	12919
CD84	12920
PXK	12921
GPA33	12922
OR56B1	12923
ARMC7	12924
PCOLCE2	12925
CFHR4	12926
CDK5RAP1	12927
UNC5B	12928
NUP43	12929
FAM170A	12930
OR9A2	12931
BNC1	12932
EMB	12933
WDR38	12934
DERL3	12935
ALDH1L1	12936
GBP2	12937
ABCG5	12938
ZNF765	12939
CYP4Z1	12940
DSC3	12941
COX4I1	12942
DDX51	12943
CNTNAP2	12944
SGPP2	12945
DNAJB13	12946
PGF	12947
EPHX3	12948
C16orf93	12949
RAB11FIP1	12950
TRH	12951
ALDH9A1	12952
OR6N2	12953
CHRNA9	12954
USP17L2	12955
PLA2G5	12956
CENPL	12957
CGREF1	12958
CCDC120	12959
OR5C1	12960
TMEM25	12961
KIAA1683	12962
PGLS	12963
MRPL22	12964
ENDOU	12965
DGAT1	12966
YIPF5	12967
TREX1	12968
OR6X1	12969
RSG1	12970
WRAP73	12971
ACP5	12972
CRIP3	12973
RABL3	12974
ANKLE2	12975
SLC15A1	12976
ANXA3	12977
CLYBL	12978
ASZ1	12979
TMEFF1	12980
RNF217	12981
SLC47A1	12982
TRMT5	12983
C2orf56	12984
MIA2	12985
LRRC48	12986
IFIT1	12987
OR52N4	12988
ZNF780B	12989
ATP5J2-PTCD1	12990
CYB5R3	12991
KRTAP5-1	12992
CCDC57	12993
TAS2R16	12994
STAC2	12995
ERCC4	12996
FAN1	12997
FRA10AC1	12998
AKAP10	12999
CYYR1	13000
SPIC	13001
PARP2	13002
AGXT2	13003
PKD2L2	13004
MCCC1	13005
FNDC8	13006
SERPIND1	13007
ALPK2	13008
TNFAIP8L3	13009
OR7G1	13010
MYL6B	13011
N6AMT1	13012
TMEM80	13013
CEACAM5	13014
CCDC54	13015
CCDC135	13016
CCDC170	13017
DCP1B	13018
RAD51D	13019
TTLL13	13020
USP29	13021
RNF133	13022
DISC1	13023
ALOX15B	13024
NUBP2	13025
TMEM123	13026
AZI1	13027
SWT1	13028
SGK2	13029
C8orf58	13030
MAMDC2	13031
BTD	13032
CPO	13033
SERPINB13	13034
GRPEL2	13035
RPN2	13036
TCHP	13037
RNF168	13038
DRAM2	13039
PDLIM7	13040
NLRC3	13041
INHBE	13042
ZNF774	13043
IQCG	13044
EVI2B	13045
PALM	13046
RND2	13047
ZNF30	13048
FBXO7	13049
COG7	13050
ADAD2	13051
PUS10	13052
ADAM30	13053
PTPDC1	13054
PEBP4	13055
LRRC40	13056
C12orf59	13057
MUC4	13058
UPK2	13059
GPR110	13060
PON3	13061
DNAJC18	13062
TMEM199	13063
GIF	13064
TTC21A	13065
PADI3	13066
XRCC3	13067
OR52R1	13068
C3AR1	13069
C1orf27	13070
ERMAP	13071
PFDN5	13072
ZNF708	13073
DCSTAMP	13074
OR2W3	13075
TOR3A	13076
SLC35B2	13077
HPS1	13078
GRHL3	13079
HEBP1	13080
NLRP9	13081
OR6K6	13082
UCP1	13083
TPTE2	13084
ZNF200	13085
OIT3	13086
MCC	13087
SPATA5	13088
AK1	13089
DMKN	13090
ATRIP	13091
OSMR	13092
MAGEA8	13093
GPSM1	13094
KIAA1586	13095
CCDC112	13096
TRIM6-TRIM34	13097
DIABLO	13098
ZDHHC11	13099
KLC4	13100
TPSD1	13101
POLR3H	13102
TCIRG1	13103
OR10A3	13104
R3HDM4	13105
FANCM	13106
OR10H2	13107
CLEC9A	13108
RTTN	13109
SPHKAP	13110
LRTM1	13111
C19orf75	13112
MTHFD2L	13113
TDO2	13114
ZNF259	13115
GLOD4	13116
SPOCK3	13117
FAM124B	13118
ERVFRD-1	13119
CETP	13120
TMX2	13121
NDUFA9	13122
ZNF529	13123
ZNF17	13124
RBM19	13125
ASB8	13126
C2orf84	13127
LACC1	13128
SH3D19	13129
RETSAT	13130
SH3TC2	13131
SPG11	13132
ZCCHC9	13133
KCNK7	13134
RHPN1	13135
P2RY11	13136
IFI16	13137
ZBTB25	13138
BOC	13139
PARK2	13140
MARVELD3	13141
GCC2	13142
LMO7	13143
CNDP1	13144
DSG4	13145
OR5R1	13146
MCM10	13147
AKIP1	13148
LRRC19	13149
LAPTM5	13150
VPREB3	13151
DAP3	13152
ZNF470	13153
GDF9	13154
PYHIN1	13155
IQCB1	13156
RAD17	13157
METTL21A	13158
TMEM61	13159
TCF23	13160
ZNF655	13161
VSIG10	13162
ARG2	13163
CLDN14	13164
CLCF1	13165
TLR4	13166
CERS1	13167
ARHGAP28	13168
SUGT1	13169
TM7SF2	13170
KLK7	13171
FAM208B	13172
ARV1	13173
PVRIG	13174
SERPINB6	13175
FUT5	13176
CEP120	13177
ZNF816	13178
RNF25	13179
SYT15	13180
CYP4V2	13181
FAM65C	13182
CTC1	13183
GGT6	13184
OBP2A	13185
ADAMTS14	13186
CCBP2	13187
OR51E1	13188
TSTA3	13189
TIMP4	13190
C3orf20	13191
CMTM5	13192
GPR21	13193
ARL13B	13194
DNAJB3	13195
DAK	13196
SUMF2	13197
CCDC67	13198
ZPBP2	13199
MYL10	13200
PRKAG3	13201
CACNA1H	13202
GTPBP4	13203
ACP6	13204
TRIM40	13205
LMF1	13206
LDHAL6B	13207
LRIG1	13208
NARG2	13209
TXNDC5	13210
NUP62	13211
SDCCAG3	13212
USP1	13213
EPYC	13214
SLC34A3	13215
PAFAH2	13216
OR8B8	13217
LIPI	13218
CCDC74A	13219
NOX3	13220
PARP15	13221
OR52B2	13222
DMRT1	13223
ACSM5	13224
SERPINB1	13225
ALG12	13226
MMP17	13227
C11orf57	13228
ARHGEF37	13229
ZNF280A	13230
PNPLA5	13231
LINS	13232
KIAA0226L	13233
OR1D2	13234
CC2D1B	13235
TMOD2	13236
EPX	13237
RNF175	13238
MRGPRX1	13239
AFF1	13240
OR13A1	13241
ZNF28	13242
TTF1	13243
KRT85	13244
KIAA0247	13245
KARS	13246
ENPP7	13247
SAMD7	13248
HSD17B3	13249
SLC14A1	13250
BRAT1	13251
ELSPBP1	13252
FGFBP2	13253
MPG	13254
TAAR8	13255
PARP3	13256
JMJD8	13257
MRPS18B	13258
FAM161A	13259
OR5D14	13260
RNF111	13261
CDC42EP1	13262
C19orf21	13263
TMUB2	13264
ACSS2	13265
MS4A7	13266
OR7D4	13267
TEKT1	13268
CNKSR1	13269
GNL2	13270
COL22A1	13271
ARHGAP22	13272
MYRIP	13273
MST1R	13274
C2orf54	13275
ASB10	13276
PPP1R26	13277
C12orf57	13278
MTMR11	13279
BHMT2	13280
GMPR	13281
KLHL17	13282
MANBA	13283
GABRA6	13284
PABPN1L	13285
PGBD1	13286
TSSK2	13287
TMED5	13288
C8orf73	13289
FBXO25	13290
TCERG1L	13291
TUFT1	13292
OR51T1	13293
NDFIP2	13294
PARPBP	13295
PROKR1	13296
MTFR1	13297
MRPL32	13298
ABHD14A	13299
FGF6	13300
FCER2	13301
CA1	13302
SCN10A	13303
C11orf48	13304
SPARCL1	13305
CC2D2B	13306
IL33	13307
FAM105A	13308
CACFD1	13309
PGLYRP3	13310
AIMP1	13311
TM4SF1	13312
PLIN5	13313
AP4E1	13314
NUDT13	13315
C1orf201	13316
ELP2	13317
REXO1	13318
MAVS	13319
OR5A1	13320
DAAM2	13321
OR51A4	13322
UBXN10	13323
SEC14L4	13324
CRAT	13325
CCDC14	13326
OR5A2	13327
CPB1	13328
SCUBE1	13329
DIS3	13330
ZNF37A	13331
TAMM41	13332
VN1R1	13333
CREB3L4	13334
CYP3A43	13335
C6orf15	13336
RTKN	13337
KIF6	13338
HDHD3	13339
IKBIP	13340
HYLS1	13341
SERPINA9	13342
PIGL	13343
ALDH3B2	13344
PLEKHA6	13345
SLC27A6	13346
ZNF546	13347
FAM131C	13348
TRAPPC11	13349
SLC19A3	13350
PTPRN2	13351
HDHD2	13352
NRIP2	13353
CDK10	13354
IARS	13355
C1orf85	13356
EDN3	13357
ATP6V0D2	13358
BDP1	13359
SLC14A2	13360
SH3RF2	13361
SLC22A18	13362
TUBGCP6	13363
SLC4A9	13364
RSRC1	13365
NDRG4	13366
LRRC15	13367
IL12B	13368
B3GALTL	13369
SHISA2	13370
IGFALS	13371
SIRPB2	13372
ITIH6	13373
TMPRSS11D	13374
THNSL2	13375
SLC25A35	13376
MMP27	13377
FAM129A	13378
GK2	13379
DNAJC5B	13380
CYP2S1	13381
FRRS1L	13382
BPIFB2	13383
CPA3	13384
CCDC121	13385
HAUS3	13386
COL17A1	13387
CCDC19	13388
OXR1	13389
ZNF25	13390
ENO3	13391
TMPRSS7	13392
RPGRIP1L	13393
BHLHB9	13394
PSMG1	13395
UGT3A2	13396
FOLH1B	13397
UNC45A	13398
KIAA0319	13399
SLC28A2	13400
SERHL2	13401
OR9I1	13402
DPYD	13403
DLGAP5	13404
ZFPL1	13405
C17orf56	13406
SDC2	13407
TRPM2	13408
CCDC36	13409
DYM	13410
CD99L2	13411
MYL3	13412
ZNF286A	13413
ATP5SL	13414
AKNA	13415
FAM111B	13416
FER1L6	13417
FCRL4	13418
MYL4	13419
ARHGAP11A	13420
SYNGR2	13421
DZIP1L	13422
NMI	13423
ITGB1BP3	13424
KIAA1841	13425
LOXL2	13426
AFAP1L1	13427
TAS2R50	13428
TCTN3	13429
RGNEF	13430
MYOZ1	13431
ZNF556	13432
SLC6A16	13433
ZNF222	13434
STK4	13435
C7orf61	13436
TMEM86B	13437
EPS8L3	13438
FBXO17	13439
DNAJC22	13440
SMPD2	13441
SATL1	13442
PHPT1	13443
EML4	13444
RECQL	13445
SLC30A6	13446
TAS2R38	13447
ALDH4A1	13448
NCAPH2	13449
FGD5	13450
TPO	13451
MARCO	13452
OR52N1	13453
FANK1	13454
PEG3	13455
ZNF761	13456
SLC43A3	13457
FAM70B	13458
NRAP	13459
RAB3C	13460
NTHL1	13461
C11orf85	13462
OR7C2	13463
BTG4	13464
GPR179	13465
SPINT1	13466
C15orf33	13467
SLC24A6	13468
ZNF510	13469
SERPINA7	13470
USP40	13471
SLC25A17	13472
TMEM202	13473
MYBPHL	13474
RELT	13475
TAF1B	13476
CD7	13477
MAN2C1	13478
C3orf67	13479
KLK14	13480
SLC6A19	13481
STK16	13482
UBXN2A	13483
OR4N2	13484
GBA3	13485
CCDC24	13486
ABCA10	13487
TMEM82	13488
MPPE1	13489
FAM125A	13490
CDKL2	13491
INS-IGF2	13492
C3orf32	13493
ATP6V1C2	13494
TTLL12	13495
WDR53	13496
OR7D2	13497
NOBOX	13498
KRT9	13499
PSEN2	13500
FAM204A	13501
C11orf49	13502
AOC2	13503
NDUFV3	13504
RTN4IP1	13505
TEX34	13506
DCAKD	13507
ATP13A4	13508
DHX58	13509
MEF2B	13510
ZNF175	13511
FSD2	13512
GOLGA3	13513
RAG1	13514
UBQLN3	13515
MTERF	13516
DSG3	13517
TAF1C	13518
CACNG5	13519
AVPR1B	13520
LY9	13521
GPR84	13522
BRCA1	13523
MKRN3	13524
C20orf7	13525
C1orf129	13526
ZDHHC19	13527
GPR18	13528
C6	13529
C14orf105	13530
CLIC5	13531
AP1G2	13532
STRA6	13533
P2RX5	13534
KIAA0494	13535
SPAM1	13536
NUDT14	13537
PTX4	13538
CELA3A	13539
LRG1	13540
PDCD4	13541
CLRN3	13542
SPG20	13543
KRTAP10-1	13544
BBOX1	13545
LNX1	13546
OBFC2A	13547
ZNF415	13548
ITGB6	13549
GPR97	13550
EFNA4	13551
ZNF514	13552
ZNF615	13553
SPATC1	13554
TOM1L1	13555
ZPBP	13556
ZNF878	13557
EMR1	13558
UPB1	13559
QRFP	13560
FBLN2	13561
TMEM70	13562
OR8D2	13563
REM2	13564
FAM189A2	13565
GLDC	13566
C5orf30	13567
CLSPN	13568
SERPINI2	13569
WDR5B	13570
UCP3	13571
ADHFE1	13572
GLT25D1	13573
C10orf28	13574
ZNF43	13575
OR52E4	13576
DNAH7	13577
DNAI1	13578
NME7	13579
RTDR1	13580
STX6	13581
OMP	13582
SLC22A14	13583
FAT1	13584
PSKH2	13585
SLC26A2	13586
VCX	13587
ZNF599	13588
MYH1	13589
SETX	13590
OR8J3	13591
CLDN20	13592
CRB1	13593
GSTO1	13594
ZDHHC16	13595
ELF5	13596
PARVG	13597
MRTO4	13598
OR2D3	13599
METTL17	13600
WBP4	13601
VNN1	13602
PMF1-BGLAP	13603
ALLC	13604
EXOG	13605
CCDC48	13606
ZNF44	13607
CD247	13608
KLKB1	13609
POLR2M	13610
DERA	13611
VPS13C	13612
AQP9	13613
TGFBI	13614
IFRD2	13615
C2orf57	13616
CR1L	13617
OR51F1	13618
CUZD1	13619
CPT2	13620
POP1	13621
BPIFA2	13622
PLA2G1B	13623
NOXA1	13624
FCN3	13625
OR10G4	13626
NAPRT1	13627
PEX2	13628
ALMS1	13629
MS4A3	13630
NEK11	13631
GLIPR1L1	13632
KRT15	13633
AEN	13634
OR51E2	13635
ZNF519	13636
LAMP3	13637
CDH17	13638
VSIG2	13639
KRT84	13640
GFRAL	13641
C5orf34	13642
KCNK6	13643
CERCAM	13644
DDX10	13645
GJB5	13646
FDXACB1	13647
APOH	13648
TLR2	13649
BMPR1B	13650
LRCH1	13651
ADIPOQ	13652
THADA	13653
TAF1D	13654
MFF	13655
OR2T4	13656
MAGEB4	13657
IFIT1B	13658
CD200R1L	13659
MAGEB6	13660
MCHR2	13661
ISX	13662
NACA2	13663
SLC2A9	13664
THEMIS	13665
SCFD2	13666
WFDC1	13667
GRB7	13668
FNDC9	13669
SCLY	13670
MRPL12	13671
VLDLR	13672
GPR107	13673
CYP4F2	13674
DCP2	13675
ERP27	13676
CYP4A22	13677
F2RL2	13678
OR2AE1	13679
RPP38	13680
RSPH6A	13681
BPIFA3	13682
METTL22	13683
ZDHHC4	13684
GPR77	13685
LILRA3	13686
SUN1	13687
IRAK2	13688
TPPP2	13689
ADAMTS20	13690
ME1	13691
ELN	13692
GNPTG	13693
BCL2L14	13694
MYL1	13695
OR8D1	13696
CCDC116	13697
ZNF167	13698
C15orf42	13699
HAGH	13700
SPSB4	13701
GPR37L1	13702
OR10V1	13703
PXMP2	13704
EVC	13705
UBXN6	13706
CCDC90A	13707
NTF4	13708
PPP1R27	13709
NTSR1	13710
FAM55C	13711
FAM114A1	13712
OR4K5	13713
PARP9	13714
MORN5	13715
AADACL4	13716
IL1RL1	13717
IFT52	13718
AATF	13719
TRIM69	13720
FILIP1L	13721
RAD51AP2	13722
ZNF432	13723
ZNF594	13724
TKTL2	13725
GLT6D1	13726
ANKLE1	13727
FAM196A	13728
MNS1	13729
PACRGL	13730
ZNF793	13731
OR7C1	13732
IL32	13733
KANK4	13734
SLC25A41	13735
C3orf25	13736
LAG3	13737
LSG1	13738
MME	13739
ABCC12	13740
GLYATL2	13741
TNFSF15	13742
PRODH	13743
PINK1	13744
C5orf54	13745
NOL12	13746
LACE1	13747
SLC9B2	13748
CENPF	13749
ALG1L	13750
PMS1	13751
GALNT5	13752
ERI1	13753
CLCA2	13754
FKBP14	13755
OSBPL5	13756
APOBEC3G	13757
FMO4	13758
FAM190A	13759
TRIB3	13760
OR5M1	13761
DUSP18	13762
SLC22A13	13763
IL12RB1	13764
